time,pulse
2005.000000,0.000000
2005.050049,0.000138
2005.099976,0.014709
2005.150024,0.026029
2005.199951,0.028851
2005.250000,0.051750
2005.300049,0.067413
2005.349976,0.073128
2005.400024,0.094994
2005.449951,0.106419
2005.500000,0.118192
2005.550049,0.137415
2005.599976,0.149392
2005.650024,0.159138
2005.699951,0.169980
2005.750000,0.187964
2005.800049,0.200221
2005.849976,0.217557
2005.900024,0.233158
2005.949951,0.244464
2006.000000,0.266127
2006.050049,0.284644
2006.099976,0.300180
2006.150024,0.309254
2006.199951,0.329626
2006.250000,0.337998
2006.300049,0.357183
2006.349976,0.367394
2006.400024,0.377876
2006.449951,0.374692
2006.500000,0.386139
2006.550049,0.389552
2006.599976,0.398205
2006.650024,0.398270
2006.699951,0.399360
2006.750000,0.409257
2006.800049,0.413836
2006.849976,0.420431
2006.900024,0.423258
2006.949951,0.440434
2007.000000,0.441489
2007.050049,0.458401
2007.099976,0.463956
2007.150024,0.486118
2007.199951,0.498615
2007.250000,0.520601
2007.300049,0.548986
2007.349976,0.571326
2007.400024,0.595176
2007.449951,0.611703
2007.500000,0.650893
2007.550049,0.659096
2007.599976,0.677847
2007.650024,0.700420
2007.699951,0.718769
2007.750000,0.727527
2007.800049,0.736298
2007.849976,0.731961
2007.900024,0.738023
2007.949951,0.729160
2008.000000,0.720132
2008.050049,0.706368
2008.099976,0.693602
2008.150024,0.681568
2008.199951,0.655250
2008.250000,0.644193
2008.300049,0.633251
2008.349976,0.621560
2008.400024,0.617599
2008.449951,0.615192
2008.500000,0.611947
2008.550049,0.612757
2008.599976,0.613789
2008.650024,0.616968
2008.699951,0.637309
2008.750000,0.647166
2008.800049,0.657542
2008.849976,0.668908
2008.900024,0.685489
2008.949951,0.704523
2009.000000,0.709586
2009.050049,0.719000
2009.099976,0.730615
2009.150024,0.726416
2009.199951,0.731754
2009.250000,0.741238
2009.300049,0.728457
2009.349976,0.740863
2009.400024,0.728052
2009.449951,0.720679
2009.500000,0.719594
2009.550049,0.718354
2009.599976,0.714198
2009.650024,0.710410
2009.699951,0.713673
2009.750000,0.719260
2009.800049,0.722613
2009.849976,0.717249
2009.900024,0.719863
2009.949951,0.724241
2010.000000,0.733041
2010.050049,0.735411
2010.099976,0.725398
2010.150024,0.729497
2010.199951,0.727300
2010.250000,0.717040
2010.300049,0.712359
2010.349976,0.692622
2010.400024,0.685737
2010.449951,0.681593
2010.500000,0.679277
2010.550049,0.671577
2010.599976,0.662583
2010.650024,0.660853
2010.699951,0.659117
2010.750000,0.652001
2010.800049,0.653006
2010.849976,0.657841
2010.900024,0.654977
2010.949951,0.662348
2011.000000,0.654091
2011.050049,0.642289
2011.099976,0.648134
2011.150024,0.635006
2011.199951,0.636633
2011.250000,0.621264
2011.300049,0.606763
2011.349976,0.594597
2011.400024,0.581739
2011.449951,0.568660
2011.500000,0.559183
2011.550049,0.562917
2011.599976,0.554498
2011.650024,0.554612
2011.699951,0.556184
2011.750000,0.557783
2011.800049,0.565392
2011.849976,0.571529
2011.900024,0.577950
2011.949951,0.587537
2012.000000,0.596609
2012.050049,0.597936
2012.099976,0.613788
2012.150024,0.612025
2012.199951,0.619085
2012.250000,0.618193
2012.300049,0.606978
2012.349976,0.605444
2012.400024,0.601426
2012.449951,0.583296
2012.500000,0.571774
2012.550049,0.556909
2012.599976,0.535342
2012.650024,0.520943
2012.699951,0.498494
2012.750000,0.478350
2012.800049,0.472106
2012.849976,0.457897
2012.900024,0.445970
2012.949951,0.433401
2013.000000,0.421955
2013.050049,0.418957
2013.099976,0.420698
2013.150024,0.413103
2013.199951,0.415561
2013.250000,0.417415
2013.300049,0.412868
2013.349976,0.420472
2013.400024,0.432020
2013.449951,0.423549
2013.500000,0.423141
2013.550049,0.424351
2013.599976,0.432547
2013.650024,0.431853
2013.699951,0.424905
2013.750000,0.414738
2013.800049,0.413798
2013.849976,0.415495
2013.900024,0.404198
2013.949951,0.393348
2014.000000,0.380627
2014.050049,0.364907
2014.099976,0.352027
2014.150024,0.333436
2014.199951,0.311074
2014.250000,0.294878
2014.300049,0.279573
2014.349976,0.261469
2014.400024,0.245453
2014.449951,0.245967
2014.500000,0.224714
2014.550049,0.223341
2014.599976,0.223679
2014.650024,0.217831
2014.699951,0.223417
2014.750000,0.228677
2014.800049,0.228905
2014.849976,0.229377
2014.900024,0.233961
2014.949951,0.240913
2015.000000,0.233642
2015.050049,0.237296
2015.099976,0.244284
2015.150024,0.240689
2015.199951,0.230727
2015.250000,0.238006
2015.300049,0.238957
2015.349976,0.232775
2015.400024,0.232532
2015.449951,0.233147
2015.500000,0.230243
2015.550049,0.226053
2015.599976,0.224088
2015.650024,0.223392
2015.699951,0.215929
2015.750000,0.206848
2015.800049,0.211394
2015.849976,0.204694
2015.900024,0.193841
2015.949951,0.200262
2016.000000,0.202881
2016.050049,0.199800
2016.099976,0.202602
2016.150024,0.202958
2016.199951,0.205723
2016.250000,0.226095
2016.300049,0.225204
2016.349976,0.231108
2016.400024,0.235720
2016.449951,0.251086
2016.500000,0.250841
2016.550049,0.259094
2016.599976,0.278456
2016.650024,0.281210
2016.699951,0.281402
2016.750000,0.284461
2016.800049,0.289940
2016.849976,0.292170
2016.900024,0.294289
2016.949951,0.286768
2017.000000,0.279584
2017.050049,0.277242
2017.099976,0.266803
2017.150024,0.258080
2017.199951,0.250045
2017.250000,0.235859
2017.300049,0.230993
2017.349976,0.222053
2017.400024,0.211604
2017.449951,0.206580
2017.500000,0.190904
2017.550049,0.185591
2017.599976,0.178467
2017.650024,0.167072
2017.699951,0.156930
2017.750000,0.143428
2017.800049,0.130996
2017.849976,0.114337
2017.900024,0.102183
2017.949951,0.099205
2018.000000,0.087009
2018.050049,0.080148
2018.099976,0.079533
2018.150024,0.077685
2018.199951,0.079296
2018.250000,0.077708
2018.300049,0.081131
2018.349976,0.082979
2018.400024,0.086398
2018.449951,0.088075
2018.500000,0.076476
2018.550049,0.077718
2018.599976,0.077962
2018.650024,0.066835
2018.699951,0.058772
2018.750000,0.048426
2018.800049,0.033904
2018.849976,0.021149
2018.900024,0.006287
2018.949951,-0.002068
2019.000000,-0.018990
2019.050049,-0.041499
2019.099976,-0.054531
2019.150024,-0.061620
2019.199951,-0.066621
2019.250000,-0.072202
2019.300049,-0.082838
2019.349976,-0.093792
2019.400024,-0.101863
2019.449951,-0.100273
2019.500000,-0.109977
2019.550049,-0.110542
2019.599976,-0.129176
2019.650024,-0.143845
2019.699951,-0.147311
2019.750000,-0.161076
2019.800049,-0.171286
2019.849976,-0.180386
2019.900024,-0.194249
2019.949951,-0.198875
2020.000000,-0.204936
2020.050049,-0.214502
2020.099976,-0.222589
2020.150024,-0.230073
2020.199951,-0.226023
2020.250000,-0.224287
2020.300049,-0.230161
2020.349976,-0.231061
2020.400024,-0.231771
2020.449951,-0.235701
2020.500000,-0.249216
2020.550049,-0.246174
2020.599976,-0.240223
2020.650024,-0.249555
2020.699951,-0.256313
2020.750000,-0.260725
2020.800049,-0.274183
2020.849976,-0.286543
2020.900024,-0.295998
2020.949951,-0.308643
2021.000000,-0.319357
2021.050049,-0.328787
2021.099976,-0.330765
2021.150024,-0.328751
2021.199951,-0.333611
2021.250000,-0.339416
2021.300049,-0.324900
2021.349976,-0.316846
2021.400024,-0.307854
2021.449951,-0.296320
2021.500000,-0.287993
2021.550049,-0.288103
2021.599976,-0.278320
2021.650024,-0.266767
2021.699951,-0.265499
2021.750000,-0.260331
2021.800049,-0.261166
2021.849976,-0.274601
2021.900024,-0.273006
2021.949951,-0.266359
2022.000000,-0.266852
2022.050049,-0.274522
2022.099976,-0.284269
2022.150024,-0.278556
2022.199951,-0.270127
2022.250000,-0.280108
2022.300049,-0.272720
2022.349976,-0.267984
2022.400024,-0.271564
