time,pulse
2005.000000,0.000000
2005.050049,0.007628
2005.099976,0.000466
2005.150024,-0.002866
2005.199951,-0.000755
2005.250000,0.002658
2005.300049,0.014191
2005.349976,0.009734
2005.400024,0.012717
2005.449951,0.030336
2005.500000,0.030157
2005.550049,0.029681
2005.599976,0.040620
2005.650024,0.038506
2005.699951,0.042938
2005.750000,0.052468
2005.800049,0.058718
2005.849976,0.049506
2005.900024,0.062003
2005.949951,0.064318
2006.000000,0.069308
2006.050049,0.081662
2006.099976,0.085767
2006.150024,0.092281
2006.199951,0.099928
2006.250000,0.108989
2006.300049,0.124432
2006.349976,0.131723
2006.400024,0.149090
2006.449951,0.154299
2006.500000,0.174080
2006.550049,0.191859
2006.599976,0.211940
2006.650024,0.222182
2006.699951,0.257876
2006.750000,0.257098
2006.800049,0.290129
2006.849976,0.301352
2006.900024,0.323343
2006.949951,0.343526
2007.000000,0.352814
2007.050049,0.367551
2007.099976,0.376357
2007.150024,0.390917
2007.199951,0.377354
2007.250000,0.380028
2007.300049,0.373570
2007.349976,0.358129
2007.400024,0.350946
2007.449951,0.334332
2007.500000,0.306346
2007.550049,0.276757
2007.599976,0.259727
2007.650024,0.231051
2007.699951,0.203181
2007.750000,0.181841
2007.800049,0.148180
2007.849976,0.130637
2007.900024,0.116306
2007.949951,0.100130
2008.000000,0.088591
2008.050049,0.077525
2008.099976,0.076638
2008.150024,0.057998
2008.199951,0.060381
2008.250000,0.059273
2008.300049,0.059351
2008.349976,0.064104
2008.400024,0.069389
2008.449951,0.069413
2008.500000,0.079872
2008.550049,0.087289
2008.599976,0.098500
2008.650024,0.111872
2008.699951,0.101306
2008.750000,0.125086
2008.800049,0.120185
2008.849976,0.123721
2008.900024,0.130142
2008.949951,0.134929
2009.000000,0.144783
2009.050049,0.137490
2009.099976,0.145216
2009.150024,0.142602
2009.199951,0.132427
2009.250000,0.131727
2009.300049,0.128008
2009.349976,0.120518
2009.400024,0.114436
2009.449951,0.105764
2009.500000,0.106741
2009.550049,0.092236
2009.599976,0.083916
2009.650024,0.088902
2009.699951,0.068494
2009.750000,0.061562
2009.800049,0.054442
2009.849976,0.040298
2009.900024,0.042284
2009.949951,0.040678
2010.000000,0.032542
2010.050049,0.033710
2010.099976,0.026400
2010.150024,0.029773
2010.199951,0.031015
2010.250000,0.037684
2010.300049,0.043562
2010.349976,0.050150
2010.400024,0.045559
2010.449951,0.042430
2010.500000,0.040115
2010.550049,0.035191
2010.599976,0.041436
2010.650024,0.031813
2010.699951,0.038628
2010.750000,0.030855
2010.800049,0.032211
2010.849976,0.043864
2010.900024,0.040720
2010.949951,0.056288
2011.000000,0.067612
2011.050049,0.077955
2011.099976,0.095824
2011.150024,0.103690
2011.199951,0.130294
2011.250000,0.141163
2011.300049,0.149918
2011.349976,0.160717
2011.400024,0.179303
2011.449951,0.184038
2011.500000,0.187080
2011.550049,0.197955
2011.599976,0.202094
2011.650024,0.201006
2011.699951,0.198565
2011.750000,0.191526
2011.800049,0.190684
2011.849976,0.165378
2011.900024,0.155667
2011.949951,0.138735
2012.000000,0.112096
2012.050049,0.091683
2012.099976,0.068652
2012.150024,0.050282
2012.199951,0.032151
2012.250000,0.011137
2012.300049,-0.009547
2012.349976,-0.008858
2012.400024,-0.017865
2012.449951,-0.027787
2012.500000,-0.024464
2012.550049,-0.017879
2012.599976,-0.004735
2012.650024,0.000697
2012.699951,0.006297
2012.750000,0.017019
2012.800049,0.029299
2012.849976,0.045936
2012.900024,0.054050
2012.949951,0.068896
2013.000000,0.083595
2013.050049,0.091061
2013.099976,0.098856
2013.150024,0.109864
2013.199951,0.117609
2013.250000,0.123244
2013.300049,0.135518
2013.349976,0.120903
2013.400024,0.125212
2013.449951,0.133143
2013.500000,0.121449
2013.550049,0.121863
2013.599976,0.123001
2013.650024,0.119310
2013.699951,0.117863
2013.750000,0.118433
2013.800049,0.115012
2013.849976,0.110806
2013.900024,0.122683
2013.949951,0.123999
2014.000000,0.114603
2014.050049,0.127276
2014.099976,0.131718
2014.150024,0.124622
2014.199951,0.135802
2014.250000,0.140678
2014.300049,0.130408
2014.349976,0.136134
2014.400024,0.139466
2014.449951,0.136621
2014.500000,0.131358
2014.550049,0.128371
2014.599976,0.130054
2014.650024,0.120980
2014.699951,0.128714
2014.750000,0.126542
2014.800049,0.121668
2014.849976,0.123809
2014.900024,0.129378
2014.949951,0.132511
2015.000000,0.134188
2015.050049,0.130719
2015.099976,0.138329
2015.150024,0.154677
2015.199951,0.164022
2015.250000,0.173672
2015.300049,0.191325
2015.349976,0.212563
2015.400024,0.227358
2015.449951,0.245465
2015.500000,0.267765
2015.550049,0.282444
2015.599976,0.304915
2015.650024,0.316763
2015.699951,0.330557
2015.750000,0.338902
2015.800049,0.339178
2015.849976,0.342065
2015.900024,0.338248
2015.949951,0.334508
2016.000000,0.319527
2016.050049,0.305778
2016.099976,0.297385
2016.150024,0.283218
2016.199951,0.267445
2016.250000,0.263547
2016.300049,0.257998
2016.349976,0.254238
2016.400024,0.251257
2016.449951,0.250246
2016.500000,0.256348
2016.550049,0.253791
2016.599976,0.253796
2016.650024,0.253548
2016.699951,0.243623
2016.750000,0.239962
2016.800049,0.228774
2016.849976,0.215564
2016.900024,0.201244
2016.949951,0.188905
2017.000000,0.179779
2017.050049,0.164642
2017.099976,0.147684
2017.150024,0.138803
2017.199951,0.133894
2017.250000,0.136427
2017.300049,0.129979
2017.349976,0.122724
2017.400024,0.129947
2017.449951,0.138671
2017.500000,0.143992
2017.550049,0.158793
2017.599976,0.171177
2017.650024,0.192300
2017.699951,0.199035
2017.750000,0.219957
2017.800049,0.234072
2017.849976,0.238953
2017.900024,0.246211
2017.949951,0.245490
2018.000000,0.254905
2018.050049,0.258250
2018.099976,0.242936
2018.150024,0.234127
2018.199951,0.224689
2018.250000,0.210317
2018.300049,0.199879
2018.349976,0.185325
2018.400024,0.172914
2018.449951,0.160410
2018.500000,0.156963
2018.550049,0.142130
2018.599976,0.143065
2018.650024,0.152728
2018.699951,0.157985
2018.750000,0.158035
2018.800049,0.169232
2018.849976,0.166885
2018.900024,0.167956
2018.949951,0.178771
2019.000000,0.178910
2019.050049,0.177819
2019.099976,0.183968
2019.150024,0.194860
2019.199951,0.204161
2019.250000,0.203474
2019.300049,0.216535
2019.349976,0.226423
2019.400024,0.225595
2019.449951,0.229086
2019.500000,0.243151
2019.550049,0.251574
2019.599976,0.256386
2019.650024,0.269112
2019.699951,0.281728
2019.750000,0.288227
2019.800049,0.303880
2019.849976,0.310816
2019.900024,0.319947
2019.949951,0.325533
2020.000000,0.329169
2020.050049,0.335914
2020.099976,0.331860
2020.150024,0.332265
2020.199951,0.332156
2020.250000,0.326465
2020.300049,0.321807
2020.349976,0.327469
2020.400024,0.325099
2020.449951,0.320938
2020.500000,0.323629
2020.550049,0.325159
2020.599976,0.324518
2020.650024,0.326500
2020.699951,0.322700
2020.750000,0.318296
2020.800049,0.319532
2020.849976,0.324667
2020.900024,0.321735
2020.949951,0.322880
2021.000000,0.318505
2021.050049,0.328400
2021.099976,0.330940
2021.150024,0.324248
2021.199951,0.333165
2021.250000,0.333454
2021.300049,0.329221
2021.349976,0.333066
2021.400024,0.331801
2021.449951,0.332950
2021.500000,0.333042
2021.550049,0.325152
2021.599976,0.324407
2021.650024,0.318640
2021.699951,0.317603
2021.750000,0.316058
2021.800049,0.302260
2021.849976,0.297193
2021.900024,0.296529
2021.949951,0.294050
2022.000000,0.282538
2022.050049,0.270443
2022.099976,0.265863
2022.150024,0.253531
2022.199951,0.240534
2022.250000,0.233916
2022.300049,0.231698
2022.349976,0.225759
2022.400024,0.214262
2022.449951,0.216491
2022.500000,0.213573
2022.550049,0.206063
2022.599976,0.209746
2022.650024,0.209895
2022.699951,0.203899
2022.750000,0.218113
2022.800049,0.220663
2022.849976,0.221059
2022.900024,0.227886
2022.949951,0.229886
2023.000000,0.224597
2023.050049,0.218430
2023.099976,0.214545
2023.150024,0.200527
2023.199951,0.183698
2023.250000,0.173499
2023.300049,0.158968
2023.349976,0.166309
2023.400024,0.167485
2023.449951,0.176809
2023.500000,0.200292
2023.550049,0.219479
2023.599976,0.259093
2023.650024,0.308505
2023.699951,0.348719
2023.750000,0.401132
2023.800049,0.456625
2023.849976,0.501247
2023.900024,0.555266
2023.949951,0.618581
2024.000000,0.676231
2024.050049,0.716135
2024.099976,0.750706
2024.150024,0.764078
2024.199951,0.720563
2024.250000,0.608675
2024.300049,0.395319
2024.349976,0.038943
2024.400024,-0.495283
2024.449951,-1.214185
2024.500000,-2.090663
2024.550049,-3.046175
2024.599976,-3.941304
2024.650024,-4.596447
2024.699951,-4.855551
2024.750000,-4.616885
2024.800049,-3.866390
2024.849976,-2.692147
2024.900024,-1.275729
2024.949951,0.184752
2025.000000,1.518049
2025.050049,2.566283
2025.099976,3.232905
2025.150024,3.508391
2025.199951,3.416618
2025.250000,3.052599
2025.300049,2.524196
2025.349976,1.924886
2025.400024,1.334766
2025.449951,0.787971
2025.500000,0.351660
2025.550049,0.054754
2025.599976,-0.111752
2025.650024,-0.144744
2025.699951,-0.091131
2025.750000,0.010327
2025.800049,0.106873
2025.849976,0.168645
2025.900024,0.174228
2025.949951,0.105931
2026.000000,-0.028635
2026.050049,-0.195811
2026.099976,-0.357459
2026.150024,-0.461185
2026.199951,-0.453378
2026.250000,-0.308434
2026.300049,-0.021114
2026.349976,0.346120
2026.400024,0.750951
2026.449951,1.138519
2026.500000,1.426360
2026.550049,1.580080
2026.599976,1.574326
2026.650024,1.409424
2026.699951,1.149361
2026.750000,0.892340
2026.800049,0.684297
2026.849976,0.573144
2026.900024,0.578213
2026.949951,0.647932
2027.000000,0.760478
2027.050049,0.859194
2027.099976,0.914312
2027.150024,0.910702
2027.199951,0.829498
2027.250000,0.683631
2027.300049,0.494733
2027.349976,0.327628
2027.400024,0.238339
2027.449951,0.265461
2027.500000,0.406538
2027.550049,0.645181
2027.599976,0.957342
2027.650024,1.307331
2027.699951,1.629037
2027.750000,1.885693
2027.800049,2.057610
2027.849976,2.161384
2027.900024,2.208938
2027.949951,2.227477
2028.000000,2.257539
2028.050049,2.301976
2028.099976,2.354020
2028.150024,2.429047
2028.199951,2.494209
2028.250000,2.541178
2028.300049,2.551379
2028.349976,2.512297
2028.400024,2.424012
2028.449951,2.293559
2028.500000,2.161852
2028.550049,2.061272
2028.599976,2.026989
2028.650024,2.077908
2028.699951,2.225453
2028.750000,2.459589
2028.800049,2.748700
2028.849976,3.064518
2028.900024,3.363893
2028.949951,3.608693
2029.000000,3.777756
2029.050049,3.872005
2029.099976,3.902596
2029.150024,3.867734
2029.199951,3.789486
2029.250000,3.706982
2029.300049,3.599560
2029.349976,3.494662
2029.400024,3.427518
2029.449951,3.388361
2029.500000,3.415291
2029.550049,3.500266
2029.599976,3.611668
2029.650024,3.743036
2029.699951,3.846294
2029.750000,3.882619
2029.800049,3.859070
2029.849976,3.767190
2029.900024,3.637005
2029.949951,3.472053
2030.000000,3.250278
2030.050049,2.958453
2030.099976,2.601857
2030.150024,2.197417
2030.199951,1.768668
2030.250000,1.329728
2030.300049,0.886597
2030.349976,0.441730
2030.400024,-0.024953
2030.449951,-0.526190
2030.500000,-1.069231
2030.550049,-1.684197
2030.599976,-2.371072
2030.650024,-3.126211
2030.699951,-3.963368
2030.750000,-4.892190
2030.800049,-5.877603
2030.849976,-6.890050
2030.900024,-7.859451
2030.949951,-8.708190
2031.000000,-9.351522
2031.050049,-9.743151
2031.099976,-9.861900
2031.150024,-9.719919
2031.199951,-9.388771
2031.250000,-8.993428
2031.300049,-8.662142
2031.349976,-8.472658
2031.400024,-8.478486
2031.449951,-8.722303
2031.500000,-9.182117
2031.550049,-9.787401
2031.599976,-10.447258
2031.650024,-11.037511
2031.699951,-11.385992
2031.750000,-11.371162
2031.800049,-10.913927
2031.849976,-10.014096
2031.900024,-8.690866
2031.949951,-7.013217
2032.000000,-5.090650
2032.050049,-3.044479
2032.099976,-0.969511
2032.150024,1.057705
2032.199951,2.976535
2032.250000,4.743815
2032.300049,6.311896
2032.349976,7.578463
2032.400024,8.331518
2032.449951,8.148966
2032.500000,6.334177
2032.550049,1.792429
2032.599976,-7.064836
2032.650024,-22.263813
2032.699951,-46.096603
2032.750000,-80.633354
2032.800049,-126.822060
2032.849976,-183.404816
2032.900024,-245.828918
2032.949951,-305.802887
2033.000000,-352.058899
2033.050049,-372.640045
2033.099976,-358.451508
2033.150024,-306.317169
2033.199951,-220.235443
2033.250000,-110.417831
2033.300049,9.216973
2033.349976,123.936043
2033.400024,220.639008
2033.449951,289.620392
2033.500000,326.146942
2033.550049,331.106232
2033.599976,309.715942
2033.650024,269.491119
2033.699951,218.304092
2033.750000,163.209045
2033.800049,109.861183
2033.849976,62.600262
2033.900024,24.514235
2033.949951,-2.966689
2034.000000,-20.399851
2034.050049,-30.059155
2034.099976,-35.248909
2034.150024,-39.451828
2034.199951,-45.513073
2034.250000,-54.940193
2034.300049,-67.572548
2034.349976,-81.443291
2034.400024,-92.972588
2034.449951,-97.750252
2034.500000,-91.854591
2034.550049,-73.298279
2034.599976,-42.955898
2034.650024,-4.692235
2034.699951,35.526730
2034.750000,71.276733
2034.800049,96.951630
2034.849976,108.470421
2034.900024,103.717377
2034.949951,83.080444
