time,pulse
2005.000000,0.000000
2005.050049,-0.000327
2005.099976,-0.004900
2005.150024,-0.001379
2005.199951,0.001446
2005.250000,-0.005878
2005.300049,-0.003064
2005.349976,-0.002922
2005.400024,0.002380
2005.449951,0.002875
2005.500000,0.009623
2005.550049,0.005037
2005.599976,0.006937
2005.650024,0.013092
2005.699951,0.013321
2005.750000,0.013957
2005.800049,0.007473
2005.849976,0.007870
2005.900024,0.003116
2005.949951,-0.006660
2006.000000,-0.011656
2006.050049,-0.009706
2006.099976,-0.022154
2006.150024,-0.027532
2006.199951,-0.036321
2006.250000,-0.039454
2006.300049,-0.048309
2006.349976,-0.053095
2006.400024,-0.052956
2006.449951,-0.062658
2006.500000,-0.065022
2006.550049,-0.067296
2006.599976,-0.071451
2006.650024,-0.072840
2006.699951,-0.075810
2006.750000,-0.066915
2006.800049,-0.070927
2006.849976,-0.068628
2006.900024,-0.072027
2006.949951,-0.070187
2007.000000,-0.070258
2007.050049,-0.065961
2007.099976,-0.059988
2007.150024,-0.058261
2007.199951,-0.053521
2007.250000,-0.057980
2007.300049,-0.048531
2007.349976,-0.055042
2007.400024,-0.045103
2007.449951,-0.046495
2007.500000,-0.037270
2007.550049,-0.033260
2007.599976,-0.039591
2007.650024,-0.028538
2007.699951,-0.031039
2007.750000,-0.020056
2007.800049,-0.018945
2007.849976,-0.025213
2007.900024,-0.016850
2007.949951,-0.022367
2008.000000,-0.019704
2008.050049,-0.027651
2008.099976,-0.030866
2008.150024,-0.021785
2008.199951,-0.036274
2008.250000,-0.033001
2008.300049,-0.046913
2008.349976,-0.043517
2008.400024,-0.042757
2008.449951,-0.052795
2008.500000,-0.049725
2008.550049,-0.052399
2008.599976,-0.053916
2008.650024,-0.059817
2008.699951,-0.063773
2008.750000,-0.054182
2008.800049,-0.062286
2008.849976,-0.066203
2008.900024,-0.062240
2008.949951,-0.061174
2009.000000,-0.067036
2009.050049,-0.072314
2009.099976,-0.076462
2009.150024,-0.071048
2009.199951,-0.076436
2009.250000,-0.066321
2009.300049,-0.074030
2009.349976,-0.071136
2009.400024,-0.068118
2009.449951,-0.069923
2009.500000,-0.060873
2009.550049,-0.054067
2009.599976,-0.051299
2009.650024,-0.049068
2009.699951,-0.043314
2009.750000,-0.043602
2009.800049,-0.031100
2009.849976,-0.034108
2009.900024,-0.036884
2009.949951,-0.028726
2010.000000,-0.022945
2010.050049,-0.029709
2010.099976,-0.027267
2010.150024,-0.029114
2010.199951,-0.028819
2010.250000,-0.024270
2010.300049,-0.037259
2010.349976,-0.044561
2010.400024,-0.041598
2010.449951,-0.045940
2010.500000,-0.059283
2010.550049,-0.066790
2010.599976,-0.075016
2010.650024,-0.088629
2010.699951,-0.087940
2010.750000,-0.098018
2010.800049,-0.110978
2010.849976,-0.120571
2010.900024,-0.135344
2010.949951,-0.140141
2011.000000,-0.148347
2011.050049,-0.153736
2011.099976,-0.174184
2011.150024,-0.175471
2011.199951,-0.187599
2011.250000,-0.198399
2011.300049,-0.203650
2011.349976,-0.209263
2011.400024,-0.218315
2011.449951,-0.227428
2011.500000,-0.237904
2011.550049,-0.233370
2011.599976,-0.238718
2011.650024,-0.244804
2011.699951,-0.242554
2011.750000,-0.264268
2011.800049,-0.262563
2011.849976,-0.259798
2011.900024,-0.276864
2011.949951,-0.276740
2012.000000,-0.288213
2012.050049,-0.287952
2012.099976,-0.293220
2012.150024,-0.299979
2012.199951,-0.296728
2012.250000,-0.302522
2012.300049,-0.303291
2012.349976,-0.307672
2012.400024,-0.310442
2012.449951,-0.309221
2012.500000,-0.317337
2012.550049,-0.327204
2012.599976,-0.330412
2012.650024,-0.332959
2012.699951,-0.332539
2012.750000,-0.342888
2012.800049,-0.348001
2012.849976,-0.351175
2012.900024,-0.364338
2012.949951,-0.360730
2013.000000,-0.377132
2013.050049,-0.386153
2013.099976,-0.388875
2013.150024,-0.403810
2013.199951,-0.403793
2013.250000,-0.414724
2013.300049,-0.427052
2013.349976,-0.426074
2013.400024,-0.438478
2013.449951,-0.450793
2013.500000,-0.458730
2013.550049,-0.463289
2013.599976,-0.474062
2013.650024,-0.478713
2013.699951,-0.481711
2013.750000,-0.491187
2013.800049,-0.491382
2013.849976,-0.493894
2013.900024,-0.499914
2013.949951,-0.503538
2014.000000,-0.509050
2014.050049,-0.504923
2014.099976,-0.501441
2014.150024,-0.503796
2014.199951,-0.505297
2014.250000,-0.493257
2014.300049,-0.501218
2014.349976,-0.496463
2014.400024,-0.487030
2014.449951,-0.484956
2014.500000,-0.479644
2014.550049,-0.466147
2014.599976,-0.465513
2014.650024,-0.464645
2014.699951,-0.458806
2014.750000,-0.462009
2014.800049,-0.463000
2014.849976,-0.459631
2014.900024,-0.462410
2014.949951,-0.467989
2015.000000,-0.467432
2015.050049,-0.471183
2015.099976,-0.478481
2015.150024,-0.483199
2015.199951,-0.478931
2015.250000,-0.485822
2015.300049,-0.489840
2015.349976,-0.486202
2015.400024,-0.488789
2015.449951,-0.491416
2015.500000,-0.490459
2015.550049,-0.499807
2015.599976,-0.500083
2015.650024,-0.503847
2015.699951,-0.506404
2015.750000,-0.506717
2015.800049,-0.508051
2015.849976,-0.500582
2015.900024,-0.506760
2015.949951,-0.513351
2016.000000,-0.502526
2016.050049,-0.506295
2016.099976,-0.509261
2016.150024,-0.498554
2016.199951,-0.492356
2016.250000,-0.489149
2016.300049,-0.483998
2016.349976,-0.472548
2016.400024,-0.477290
2016.449951,-0.465656
2016.500000,-0.453860
2016.550049,-0.456297
2016.599976,-0.446942
2016.650024,-0.440582
2016.699951,-0.436327
2016.750000,-0.434586
2016.800049,-0.432084
2016.849976,-0.427192
2016.900024,-0.432882
2016.949951,-0.427437
2017.000000,-0.422771
2017.050049,-0.435849
2017.099976,-0.437200
2017.150024,-0.445186
2017.199951,-0.458904
2017.250000,-0.465346
2017.300049,-0.461734
2017.349976,-0.480955
2017.400024,-0.489194
2017.449951,-0.489857
2017.500000,-0.496752
2017.550049,-0.509422
2017.599976,-0.519076
2017.650024,-0.510860
2017.699951,-0.533794
2017.750000,-0.538432
2017.800049,-0.537531
2017.849976,-0.554700
2017.900024,-0.560545
2017.949951,-0.560653
2018.000000,-0.566750
2018.050049,-0.580554
2018.099976,-0.580382
2018.150024,-0.589018
2018.199951,-0.596968
2018.250000,-0.598136
2018.300049,-0.600716
2018.349976,-0.604891
2018.400024,-0.611711
2018.449951,-0.604155
2018.500000,-0.611337
2018.550049,-0.609135
2018.599976,-0.601317
2018.650024,-0.602469
2018.699951,-0.600688
2018.750000,-0.603279
2018.800049,-0.605322
2018.849976,-0.613766
2018.900024,-0.606408
2018.949951,-0.606008
2019.000000,-0.613210
2019.050049,-0.619126
2019.099976,-0.622237
2019.150024,-0.628461
2019.199951,-0.633418
2019.250000,-0.640438
2019.300049,-0.644507
2019.349976,-0.657060
2019.400024,-0.677330
2019.449951,-0.684474
2019.500000,-0.686031
2019.550049,-0.704630
2019.599976,-0.713338
2019.650024,-0.721224
2019.699951,-0.734931
2019.750000,-0.743068
2019.800049,-0.753813
2019.849976,-0.770292
2019.900024,-0.771240
2019.949951,-0.775130
2020.000000,-0.785605
2020.050049,-0.794242
2020.099976,-0.789291
2020.150024,-0.798111
2020.199951,-0.813879
2020.250000,-0.813768
2020.300049,-0.818316
2020.349976,-0.829535
2020.400024,-0.831361
2020.449951,-0.832764
2020.500000,-0.837339
2020.550049,-0.847282
2020.599976,-0.844229
2020.650024,-0.844646
2020.699951,-0.854578
2020.750000,-0.854919
2020.800049,-0.855519
2020.849976,-0.860859
2020.900024,-0.867134
2020.949951,-0.858298
2021.000000,-0.862233
2021.050049,-0.871105
2021.099976,-0.863839
2021.150024,-0.868783
2021.199951,-0.885217
2021.250000,-0.880902
2021.300049,-0.886118
2021.349976,-0.892989
2021.400024,-0.901650
2021.449951,-0.902811
2021.500000,-0.904058
2021.550049,-0.916949
2021.599976,-0.925546
2021.650024,-0.923892
2021.699951,-0.930294
2021.750000,-0.943634
2021.800049,-0.947227
2021.849976,-0.955887
2021.900024,-0.964868
2021.949951,-0.972243
2022.000000,-0.974232
2022.050049,-0.980193
2022.099976,-0.983228
2022.150024,-0.981673
2022.199951,-0.990080
2022.250000,-0.991033
2022.300049,-0.988794
2022.349976,-0.996886
2022.400024,-0.992863
2022.449951,-0.990165
2022.500000,-0.986402
2022.550049,-0.985950
2022.599976,-0.992303
2022.650024,-0.995723
2022.699951,-0.991308
2022.750000,-0.987970
2022.800049,-0.991296
2022.849976,-0.997741
2022.900024,-1.005271
2022.949951,-1.011086
2023.000000,-1.012901
2023.050049,-1.015967
2023.099976,-1.029663
2023.150024,-1.043125
2023.199951,-1.044521
2023.250000,-1.057784
2023.300049,-1.073320
2023.349976,-1.083514
2023.400024,-1.095901
2023.449951,-1.118946
2023.500000,-1.133179
2023.550049,-1.144991
2023.599976,-1.161024
2023.650024,-1.171808
2023.699951,-1.178451
2023.750000,-1.193779
2023.800049,-1.205513
2023.849976,-1.216532
2023.900024,-1.220954
2023.949951,-1.233559
2024.000000,-1.237323
2024.050049,-1.235603
2024.099976,-1.237073
2024.150024,-1.237563
2024.199951,-1.234699
2024.250000,-1.228126
2024.300049,-1.222911
2024.349976,-1.215658
2024.400024,-1.201418
2024.449951,-1.198358
2024.500000,-1.191834
2024.550049,-1.185832
2024.599976,-1.176176
2024.650024,-1.164658
2024.699951,-1.157768
2024.750000,-1.150607
2024.800049,-1.141705
2024.849976,-1.130559
2024.900024,-1.124996
2024.949951,-1.119984
2025.000000,-1.109265
2025.050049,-1.097098
2025.099976,-1.097027
2025.150024,-1.086541
2025.199951,-1.074357
2025.250000,-1.066477
2025.300049,-1.049886
2025.349976,-1.038481
2025.400024,-1.029705
2025.449951,-1.011547
2025.500000,-0.995037
2025.550049,-0.973838
2025.599976,-0.952194
2025.650024,-0.939902
2025.699951,-0.918391
2025.750000,-0.898244
2025.800049,-0.885063
2025.849976,-0.866933
2025.900024,-0.856081
2025.949951,-0.841445
2026.000000,-0.823774
2026.050049,-0.816723
2026.099976,-0.801374
2026.150024,-0.780187
2026.199951,-0.763452
2026.250000,-0.753103
2026.300049,-0.737324
2026.349976,-0.715551
2026.400024,-0.697347
2026.449951,-0.680506
2026.500000,-0.658627
2026.550049,-0.634769
2026.599976,-0.616756
2026.650024,-0.594860
2026.699951,-0.574584
2026.750000,-0.543320
2026.800049,-0.522250
2026.849976,-0.507067
2026.900024,-0.477789
2026.949951,-0.455220
2027.000000,-0.433891
2027.050049,-0.409406
2027.099976,-0.385993
2027.150024,-0.356999
2027.199951,-0.344758
2027.250000,-0.329042
2027.300049,-0.308843
2027.349976,-0.292129
2027.400024,-0.270349
2027.449951,-0.254930
2027.500000,-0.236998
2027.550049,-0.213823
2027.599976,-0.188227
2027.650024,-0.172403
2027.699951,-0.161222
2027.750000,-0.139188
2027.800049,-0.112637
2027.849976,-0.098526
2027.900024,-0.077755
2027.949951,-0.049340
2028.000000,-0.025223
2028.050049,-0.016741
2028.099976,0.009216
2028.150024,0.036648
2028.199951,0.056156
2028.250000,0.071667
2028.300049,0.089185
2028.349976,0.097371
2028.400024,0.098418
2028.449951,0.110040
2028.500000,0.123298
2028.550049,0.122809
2028.599976,0.111765
2028.650024,0.107590
2028.699951,0.105767
2028.750000,0.095753
2028.800049,0.085271
2028.849976,0.068842
2028.900024,0.046352
2028.949951,0.024553
2029.000000,0.011095
2029.050049,-0.005508
2029.099976,-0.028595
2029.150024,-0.053365
2029.199951,-0.079812
2029.250000,-0.102113
2029.300049,-0.126692
2029.349976,-0.161388
2029.400024,-0.195258
2029.449951,-0.226999
2029.500000,-0.259827
2029.550049,-0.303016
2029.599976,-0.346992
2029.650024,-0.391933
