time,pulse
2005.000000,0.000000
2005.050049,-0.001995
2005.099976,-0.003514
2005.150024,-0.010457
2005.199951,-0.009822
2005.250000,-0.013364
2005.300049,-0.010408
2005.349976,-0.001509
2005.400024,-0.006666
2005.449951,0.005715
2005.500000,0.001086
2005.550049,0.001051
2005.599976,0.009063
2005.650024,0.002834
2005.699951,0.000508
2005.750000,0.001514
2005.800049,-0.004700
2005.849976,-0.018943
2005.900024,-0.025463
2005.949951,-0.027666
2006.000000,-0.048138
2006.050049,-0.049998
2006.099976,-0.055637
2006.150024,-0.069262
2006.199951,-0.078786
2006.250000,-0.080910
2006.300049,-0.093661
2006.349976,-0.107113
2006.400024,-0.107401
2006.449951,-0.118955
2006.500000,-0.126080
2006.550049,-0.121086
2006.599976,-0.135737
2006.650024,-0.143745
2006.699951,-0.154079
2006.750000,-0.160649
2006.800049,-0.177186
2006.849976,-0.180051
2006.900024,-0.202129
2006.949951,-0.210226
2007.000000,-0.233936
2007.050049,-0.241576
2007.099976,-0.263312
2007.150024,-0.282925
2007.199951,-0.299613
2007.250000,-0.313983
2007.300049,-0.321943
2007.349976,-0.338852
2007.400024,-0.352216
2007.449951,-0.364743
2007.500000,-0.377750
2007.550049,-0.403098
2007.599976,-0.411746
2007.650024,-0.432285
2007.699951,-0.445148
2007.750000,-0.440777
2007.800049,-0.475326
2007.849976,-0.477611
2007.900024,-0.499878
2007.949951,-0.506101
2008.000000,-0.509634
2008.050049,-0.517467
2008.099976,-0.513982
2008.150024,-0.520586
2008.199951,-0.523064
2008.250000,-0.519480
2008.300049,-0.509377
2008.349976,-0.501225
2008.400024,-0.493457
2008.449951,-0.489750
2008.500000,-0.469197
2008.550049,-0.451398
2008.599976,-0.437035
2008.650024,-0.427016
2008.699951,-0.399684
2008.750000,-0.379639
2008.800049,-0.364970
2008.849976,-0.341579
2008.900024,-0.320951
2008.949951,-0.305912
2009.000000,-0.302657
2009.050049,-0.285641
2009.099976,-0.286806
2009.150024,-0.290964
2009.199951,-0.301590
2009.250000,-0.315399
2009.300049,-0.332753
2009.349976,-0.349062
2009.400024,-0.374643
2009.449951,-0.401568
2009.500000,-0.428259
2009.550049,-0.454298
2009.599976,-0.479311
2009.650024,-0.503517
2009.699951,-0.527219
2009.750000,-0.545866
2009.800049,-0.551510
2009.849976,-0.572928
2009.900024,-0.565124
2009.949951,-0.567587
2010.000000,-0.573709
2010.050049,-0.556188
2010.099976,-0.546535
2010.150024,-0.539040
2010.199951,-0.525205
2010.250000,-0.512640
2010.300049,-0.503132
2010.349976,-0.483784
2010.400024,-0.472066
2010.449951,-0.467445
2010.500000,-0.455431
2010.550049,-0.454189
2010.599976,-0.447828
2010.650024,-0.452381
2010.699951,-0.460211
2010.750000,-0.455181
2010.800049,-0.466588
2010.849976,-0.475647
2010.900024,-0.477933
2010.949951,-0.492026
2011.000000,-0.502812
2011.050049,-0.495404
2011.099976,-0.504131
2011.150024,-0.509657
2011.199951,-0.496752
2011.250000,-0.504057
2011.300049,-0.499264
2011.349976,-0.492056
2011.400024,-0.493974
2011.449951,-0.487125
2011.500000,-0.483901
2011.550049,-0.488185
2011.599976,-0.485638
2011.650024,-0.482812
2011.699951,-0.477872
2011.750000,-0.465220
2011.800049,-0.463364
2011.849976,-0.450388
2011.900024,-0.445626
2011.949951,-0.435515
2012.000000,-0.426971
2012.050049,-0.420444
2012.099976,-0.403987
2012.150024,-0.394595
2012.199951,-0.385125
2012.250000,-0.382922
2012.300049,-0.379539
2012.349976,-0.374524
2012.400024,-0.378121
2012.449951,-0.374443
2012.500000,-0.385899
2012.550049,-0.385760
2012.599976,-0.392950
2012.650024,-0.405587
2012.699951,-0.407581
2012.750000,-0.420402
2012.800049,-0.423656
2012.849976,-0.427935
2012.900024,-0.436340
2012.949951,-0.437292
2013.000000,-0.435772
2013.050049,-0.436717
2013.099976,-0.426704
2013.150024,-0.418085
2013.199951,-0.401591
2013.250000,-0.389999
2013.300049,-0.373331
2013.349976,-0.365146
2013.400024,-0.338815
2013.449951,-0.320496
2013.500000,-0.308118
2013.550049,-0.296497
2013.599976,-0.277436
2013.650024,-0.272128
2013.699951,-0.263443
2013.750000,-0.254568
2013.800049,-0.249674
2013.849976,-0.249245
2013.900024,-0.247167
2013.949951,-0.247749
2014.000000,-0.255265
2014.050049,-0.266522
2014.099976,-0.269735
2014.150024,-0.277228
2014.199951,-0.279890
2014.250000,-0.284446
2014.300049,-0.294639
2014.349976,-0.293583
2014.400024,-0.289431
2014.449951,-0.294583
2014.500000,-0.294892
2014.550049,-0.283085
2014.599976,-0.280940
2014.650024,-0.276607
2014.699951,-0.264089
2014.750000,-0.258832
2014.800049,-0.263785
2014.849976,-0.259200
2014.900024,-0.248886
2014.949951,-0.247456
2015.000000,-0.249712
2015.050049,-0.252465
2015.099976,-0.245937
2015.150024,-0.240971
2015.199951,-0.250588
2015.250000,-0.255585
2015.300049,-0.257790
2015.349976,-0.267152
2015.400024,-0.272980
2015.449951,-0.284925
2015.500000,-0.297639
2015.550049,-0.311975
2015.599976,-0.339654
2015.650024,-0.345995
2015.699951,-0.364767
2015.750000,-0.379436
2015.800049,-0.382027
2015.849976,-0.393737
2015.900024,-0.404506
2015.949951,-0.397560
2016.000000,-0.393729
2016.050049,-0.383563
2016.099976,-0.364396
2016.150024,-0.348271
2016.199951,-0.328763
2016.250000,-0.310331
2016.300049,-0.289886
2016.349976,-0.266319
2016.400024,-0.237280
2016.449951,-0.214098
2016.500000,-0.192597
2016.550049,-0.175414
2016.599976,-0.159542
2016.650024,-0.153130
2016.699951,-0.156680
2016.750000,-0.163348
2016.800049,-0.178020
2016.849976,-0.193573
2016.900024,-0.217102
2016.949951,-0.247025
2017.000000,-0.279117
2017.050049,-0.314505
2017.099976,-0.347922
2017.150024,-0.378345
2017.199951,-0.401945
2017.250000,-0.425636
2017.300049,-0.438556
2017.349976,-0.443485
2017.400024,-0.446962
2017.449951,-0.446918
2017.500000,-0.432201
2017.550049,-0.415905
